Date,Time,Open,High,Low,Close
01/03/2010,17:00,1.4301,1.4337,1.4257,1.429
01/10/2010,17:00,1.4289,1.4533,1.4263,1.4498
01/17/2010,17:00,1.4499,1.4579,1.4335,1.4374
01/24/2010,17:00,1.4375,1.4414,1.403,1.4167
01/31/2010,17:00,1.4168,1.4194,1.3852,1.3881
02/07/2010,17:00,1.388,1.4025,1.3585,1.3646
02/14/2010,17:00,1.3645,1.3839,1.3531,1.3609
02/21/2010,17:00,1.361,1.3788,1.3442,1.3637
02/28/2010,17:00,1.3638,1.3691,1.345,1.3604
03/07/2010,17:00,1.3603,1.3735,1.3436,1.3677
03/14/2010,17:00,1.3678,1.3795,1.3536,1.3732
03/21/2010,17:00,1.3733,1.3817,1.3502,1.3513
03/28/2010,17:00,1.3512,1.3568,1.3266,1.344
04/04/2010,17:00,1.3441,1.359,1.3383,1.3521
04/11/2010,17:00,1.3522,1.3676,1.3281,1.3654
04/18/2010,17:00,1.3655,1.3691,1.3445,1.3462
04/25/2010,17:00,1.3461,1.3521,1.3201,1.3369
05/02/2010,17:00,1.337,1.3415,1.3113,1.3214
05/09/2010,17:00,1.3215,1.3252,1.2518,1.2945
05/16/2010,17:00,1.2944,1.3092,1.2233,1.2266
05/23/2010,17:00,1.2265,1.2671,1.2143,1.25
05/30/2010,17:00,1.2499,1.2524,1.2153,1.2318
06/06/2010,17:00,1.2317,1.2352,1.1875,1.1895
06/13/2010,17:00,1.1896,1.2207,1.189,1.2181
06/20/2010,17:00,1.218,1.2467,1.2162,1.2413
06/27/2010,17:00,1.2414,1.2466,1.2208,1.2382
07/04/2010,17:00,1.2381,1.261,1.215,1.2538
07/11/2010,17:00,1.2539,1.2728,1.2479,1.2597
07/18/2010,17:00,1.2598,1.3006,1.2522,1.2902
07/25/2010,17:00,1.2903,1.3027,1.2731,1.2929
08/01/2010,17:00,1.2928,1.3105,1.2888,1.3082
08/08/2010,17:00,1.3081,1.3333,1.3055,1.328
08/15/2010,17:00,1.3279,1.3307,1.2733,1.2777
08/22/2010,17:00,1.2778,1.2921,1.2663,1.2714
08/29/2010,17:00,1.2713,1.2778,1.2587,1.2737
09/05/2010,17:00,1.2738,1.29,1.2624,1.2893
09/12/2010,17:00,1.2894,1.2918,1.2644,1.2788
09/19/2010,17:00,1.2789,1.3159,1.2783,1.3073
09/26/2010,17:00,1.3072,1.3495,1.3028,1.3463
10/03/2010,17:00,1.3462,1.3805,1.338,1.376
10/10/2010,17:00,1.3759,1.4028,1.3636,1.3964
10/17/2010,17:00,1.3965,1.4158,1.3774,1.3881
10/24/2010,17:00,1.3882,1.4049,1.3697,1.4028
10/31/2010,17:00,1.4029,1.4079,1.3733,1.398
11/07/2010,17:00,1.3979,1.4281,1.3863,1.3953
11/14/2010,17:00,1.3952,1.3976,1.3573,1.3684
11/21/2010,17:00,1.3683,1.3767,1.3446,1.3761
11/28/2010,17:00,1.376,1.3785,1.3181,1.3224
12/05/2010,17:00,1.3225,1.3437,1.2968,1.3351
12/12/2010,17:00,1.3352,1.34,1.3163,1.3184
12/19/2010,17:00,1.3183,1.3498,1.3124,1.3153
12/26/2010,17:00,1.3154,1.3201,1.3054,1.3126
01/02/2011,17:00,1.3125,1.3423,1.3083,1.3294
01/09/2011,17:00,1.3293,1.3433,1.2874,1.2905
01/16/2011,17:00,1.2906,1.3456,1.2873,1.3336
01/23/2011,17:00,1.3335,1.3641,1.3244,1.3593
01/30/2011,17:00,1.3594,1.3757,1.3539,1.3603
02/06/2011,17:00,1.3604,1.386,1.3542,1.3609
02/13/2011,17:00,1.3608,1.3743,1.3496,1.3532
02/20/2011,17:00,1.3533,1.3715,1.3427,1.3674
02/27/2011,17:00,1.3675,1.3837,1.3524,1.3756
03/06/2011,17:00,1.3757,1.4006,1.3742,1.3974
03/13/2011,17:00,1.3973,1.4035,1.3751,1.3918
03/20/2011,17:00,1.3919,1.4195,1.3854,1.4169
03/27/2011,17:00,1.4168,1.4247,1.402,1.4052
04/03/2011,17:00,1.4051,1.4268,1.4025,1.4221
04/10/2011,17:00,1.422,1.4487,1.415,1.4458
04/17/2011,17:00,1.4459,1.4519,1.4348,1.4382
04/24/2011,17:00,1.4381,1.4648,1.4156,1.4545
05/01/2011,17:00,1.4547,1.4881,1.4492,1.479
05/08/2011,17:00,1.4791,1.4939,1.4309,1.4397
05/15/2011,17:00,1.4398,1.4441,1.4047,1.4085
05/22/2011,17:00,1.4086,1.4344,1.4077,1.4083
05/29/2011,17:00,1.4084,1.4323,1.3968,1.4288
06/05/2011,17:00,1.4287,1.4656,1.4256,1.4636
06/12/2011,17:00,1.4635,1.4695,1.432,1.4336
06/19/2011,17:00,1.4337,1.4496,1.4072,1.4253
06/26/2011,17:00,1.4252,1.4441,1.4102,1.4126
07/03/2011,17:00,1.4128,1.4577,1.4112,1.456
07/10/2011,17:00,1.4561,1.4562,1.4186,1.4193
07/17/2011,17:00,1.4194,1.4282,1.3836,1.4069
07/24/2011,17:00,1.407,1.4437,1.4013,1.4379
07/31/2011,17:00,1.4378,1.4535,1.4229,1.4385
08/07/2011,17:00,1.4384,1.4453,1.4054,1.4317
08/14/2011,17:00,1.4316,1.4401,1.4103,1.4289
08/21/2011,17:00,1.429,1.4516,1.4258,1.4366
08/28/2011,17:00,1.4367,1.4503,1.4327,1.4485
09/04/2011,17:00,1.4484,1.4548,1.4135,1.4167
09/11/2011,17:00,1.4168,1.4248,1.3554,1.3582
09/18/2011,17:00,1.3581,1.3935,1.3501,1.3666
09/25/2011,17:00,1.3665,1.3787,1.3385,1.3398
10/02/2011,17:00,1.34,1.3689,1.3318,1.3325
10/09/2011,17:00,1.3324,1.3524,1.3145,1.3458
10/16/2011,17:00,1.3459,1.3894,1.3454,1.3843
10/23/2011,17:00,1.3844,1.3914,1.3652,1.3881
10/30/2011,17:00,1.3882,1.4247,1.3797,1.4014
11/06/2011,17:00,1.4013,1.4053,1.3608,1.3774
11/13/2011,17:00,1.3775,1.3857,1.3483,1.3769
11/20/2011,17:00,1.3768,1.3773,1.3421,1.3524
11/27/2011,17:00,1.3525,1.3568,1.3212,1.3285
12/04/2011,17:00,1.3286,1.3548,1.3259,1.34048
12/11/2011,17:00,1.34051,1.34857,1.32808,1.33349
12/18/2011,17:00,1.33348,1.33566,1.29455,1.29938
12/25/2011,17:00,1.29932,1.31962,1.29874,1.30422
01/01/2012,17:00,1.3055,1.30826,1.28577,1.29573
01/08/2012,17:00,1.29324,1.30763,1.26654,1.26943
01/15/2012,17:00,1.26941,1.28776,1.26253,1.26433
01/22/2012,17:00,1.26432,1.29855,1.26322,1.28949
01/29/2012,17:00,1.28948,1.32333,1.28847,1.31766
02/05/2012,17:00,1.31767,1.32173,1.30253,1.30851
02/12/2012,17:00,1.30854,1.33203,1.30272,1.32501
02/19/2012,17:00,1.32502,1.32835,1.29736,1.32086
02/26/2012,17:00,1.32085,1.34856,1.31816,1.3449
03/04/2012,17:00,1.34489,1.34848,1.31821,1.31995
03/11/2012,17:00,1.31991,1.32904,1.30844,1.30954
03/18/2012,17:00,1.30955,1.31906,1.30033,1.31705
03/25/2012,17:00,1.31708,1.32925,1.31333,1.32648
04/01/2012,17:00,1.3265,1.33846,1.31913,1.33335
04/08/2012,17:00,1.33334,1.33796,1.30327,1.30571
04/15/2012,17:00,1.3057,1.3212,1.30083,1.30186
04/22/2012,17:00,1.30188,1.32266,1.2994,1.31914
04/29/2012,17:00,1.31915,1.32695,1.3104,1.32461
05/06/2012,17:00,1.32462,1.32829,1.29545,1.2981
05/13/2012,17:00,1.29811,1.30648,1.28786,1.28887
05/20/2012,17:00,1.28888,1.28966,1.26415,1.2794
05/27/2012,17:00,1.27941,1.2824,1.24956,1.25952
06/03/2012,17:00,1.25949,1.26238,1.22877,1.24059
06/10/2012,17:00,1.2406,1.26681,1.23947,1.26293
06/17/2012,17:00,1.26294,1.27471,1.24419,1.26966
06/24/2012,17:00,1.26967,1.27423,1.25187,1.25419
07/01/2012,17:00,1.25418,1.2692,1.24067,1.26244
07/08/2012,17:00,1.26245,1.26667,1.22556,1.22886
07/15/2012,17:00,1.22885,1.23331,1.21617,1.22394
07/22/2012,17:00,1.22393,1.23211,1.21052,1.21126
07/29/2012,17:00,1.21125,1.23891,1.20414,1.22922
08/05/2012,17:00,1.22921,1.24426,1.21332,1.23907
08/12/2012,17:00,1.23905,1.24412,1.22407,1.229
08/19/2012,17:00,1.22897,1.2385,1.22551,1.23317
08/26/2012,17:00,1.23316,1.25887,1.22946,1.2509
09/02/2012,17:00,1.25091,1.26369,1.24646,1.25731
09/09/2012,17:00,1.25732,1.28167,1.2501,1.27857
09/16/2012,17:00,1.2786,1.31682,1.27543,1.31258
09/23/2012,17:00,1.3126,1.31709,1.29186,1.29492
09/30/2012,17:00,1.29493,1.29718,1.28031,1.28199
10/07/2012,17:00,1.28202,1.30708,1.28158,1.29897
10/14/2012,17:00,1.29901,1.29932,1.28248,1.29032
10/21/2012,17:00,1.29033,1.31387,1.28957,1.30365
10/28/2012,17:00,1.30366,1.30828,1.2882,1.29315
11/04/2012,17:00,1.29314,1.30199,1.28154,1.28245
11/11/2012,17:00,1.28243,1.28756,1.26892,1.27288
11/18/2012,17:00,1.27293,1.28011,1.26608,1.27587
11/25/2012,17:00,1.27589,1.29899,1.27357,1.2958
12/02/2012,17:00,1.29585,1.30464,1.28793,1.30379
12/09/2012,17:00,1.30373,1.31259,1.28761,1.2896
12/16/2012,17:00,1.28959,1.31879,1.28852,1.31627
12/23/2012,17:00,1.31626,1.33075,1.31434,1.31838
12/30/2012,17:00,1.31839,1.32828,1.31652,1.31968
01/06/2013,17:00,1.31967,1.32987,1.29968,1.3038
01/13/2013,17:00,1.30382,1.34031,1.30162,1.3391
01/20/2013,17:00,1.33908,1.33974,1.32559,1.33216
01/27/2013,17:00,1.33218,1.34784,1.32638,1.34583
02/03/2013,17:00,1.34584,1.37102,1.34137,1.36206
02/10/2013,17:00,1.36203,1.36357,1.33526,1.3373
02/17/2013,17:00,1.33728,1.35192,1.33056,1.33303
02/24/2013,17:00,1.33304,1.34333,1.31444,1.3189
03/03/2013,17:00,1.31889,1.3318,1.29658,1.30145
03/10/2013,17:00,1.30146,1.31335,1.29545,1.30048
03/17/2013,17:00,1.30052,1.31064,1.28875,1.29105
03/24/2013,17:00,1.29106,1.30472,1.28431,1.30288
03/31/2013,17:00,1.30295,1.30473,1.27505,1.27811
04/07/2013,17:00,1.27813,1.30392,1.2745,1.29877
04/14/2013,17:00,1.29876,1.31375,1.29676,1.30764
04/21/2013,17:00,1.30765,1.32008,1.30008,1.30753
04/28/2013,17:00,1.30752,1.30926,1.29538,1.30474
05/05/2013,17:00,1.30475,1.32421,1.30323,1.31235
05/12/2013,17:00,1.31234,1.31935,1.29346,1.29663
05/19/2013,17:00,1.29664,1.30283,1.27957,1.28419
05/26/2013,17:00,1.28418,1.29973,1.28207,1.29207
06/02/2013,17:00,1.29208,1.30607,1.28372,1.30139
06/09/2013,17:00,1.3014,1.33049,1.29547,1.32006
06/16/2013,17:00,1.32007,1.33894,1.31768,1.33205
06/23/2013,17:00,1.33202,1.34162,1.30882,1.30983
06/30/2013,17:00,1.30982,1.31499,1.29842,1.30226
07/07/2013,17:00,1.30227,1.30773,1.28053,1.282
07/14/2013,17:00,1.28202,1.32053,1.27545,1.30675
07/21/2013,17:00,1.30676,1.31776,1.29927,1.31549
07/28/2013,17:00,1.31552,1.32962,1.31434,1.32828
08/04/2013,17:00,1.32827,1.3344,1.31889,1.32742
08/11/2013,17:00,1.32743,1.33995,1.32322,1.33219
08/18/2013,17:00,1.3322,1.33792,1.32051,1.3326
08/25/2013,17:00,1.33259,1.34513,1.32975,1.33819
09/01/2013,17:00,1.33818,1.3398,1.31732,1.32066
09/08/2013,17:00,1.32062,1.32265,1.3104,1.31705
09/15/2013,17:00,1.31704,1.33812,1.31661,1.33688
09/22/2013,17:00,1.33689,1.35678,1.33245,1.35255
09/29/2013,17:00,1.35256,1.35636,1.34612,1.35025
10/06/2013,17:00,1.35024,1.36453,1.3477,1.35633
10/13/2013,17:00,1.35632,1.36064,1.34852,1.35623
10/20/2013,17:00,1.35622,1.37032,1.34721,1.36735
10/27/2013,17:00,1.36736,1.38315,1.36504,1.38078
11/03/2013,17:00,1.38077,1.38165,1.34418,1.34796
11/10/2013,17:00,1.34797,1.35467,1.32948,1.3362
11/17/2013,17:00,1.33619,1.35046,1.33567,1.34892
11/24/2013,17:00,1.3489,1.3578,1.33987,1.35399
12/01/2013,17:00,1.354,1.36209,1.34895,1.36016
12/08/2013,17:00,1.36022,1.37207,1.35237,1.37065
12/15/2013,17:00,1.37064,1.38099,1.36935,1.37518
12/22/2013,17:00,1.37519,1.38109,1.36245,1.36775
12/29/2013,17:00,1.36772,1.38922,1.36542,1.37408
01/05/2014,17:00,1.37406,1.38183,1.35778,1.35818
01/12/2014,17:00,1.3582,1.36865,1.35479,1.36784
01/19/2014,17:00,1.36782,1.36986,1.35069,1.35259
01/26/2014,17:00,1.35262,1.37387,1.35156,1.36812
02/02/2014,17:00,1.36814,1.37159,1.34783,1.34829
02/09/2014,17:00,1.3483,1.36425,1.34763,1.36224
02/16/2014,17:00,1.36223,1.37235,1.35614,1.37087
02/23/2014,17:00,1.37086,1.37725,1.36848,1.37366
03/02/2014,17:00,1.37365,1.38239,1.36425,1.37786
03/09/2014,17:00,1.37787,1.39142,1.37067,1.38864
03/16/2014,17:00,1.38862,1.3966,1.3833,1.39057
03/23/2014,17:00,1.39056,1.39469,1.37485,1.38004
03/30/2014,17:00,1.38003,1.38752,1.3704,1.37461
04/06/2014,17:00,1.3746,1.38195,1.36719,1.36972
04/13/2014,17:00,1.3697,1.39047,1.36965,1.38526
04/20/2014,17:00,1.38527,1.38639,1.37895,1.381
04/27/2014,17:00,1.38103,1.38538,1.37844,1.38238
05/04/2014,17:00,1.38237,1.38885,1.37734,1.38742
05/11/2014,17:00,1.38741,1.39927,1.37444,1.37572
05/18/2014,17:00,1.3757,1.3774,1.36476,1.37032
05/25/2014,17:00,1.37033,1.37334,1.36144,1.36189
06/01/2014,17:00,1.36188,1.36679,1.35854,1.36329
06/08/2014,17:00,1.35962,1.3676,1.35023,1.3644
06/15/2014,17:00,1.36442,1.36679,1.35115,1.35407
06/22/2014,17:00,1.35408,1.36427,1.35124,1.36028
06/29/2014,17:00,1.36029,1.36505,1.35732,1.36439
07/06/2014,17:00,1.36438,1.36996,1.35802,1.35833
07/13/2014,17:00,1.35832,1.36499,1.35752,1.36026
07/20/2014,17:00,1.36025,1.36395,1.34902,1.35362
07/27/2014,17:00,1.35361,1.35483,1.34207,1.34284
08/03/2014,17:00,1.34287,1.3444,1.33661,1.34248
08/10/2014,17:00,1.34247,1.34319,1.33323,1.33994
08/17/2014,17:00,1.33995,1.34144,1.33353,1.33949
08/24/2014,17:00,1.3395,1.33975,1.31851,1.32039
08/31/2014,17:00,1.3204,1.322,1.31184,1.31189
09/07/2014,17:00,1.3119,1.31592,1.29194,1.29392
09/14/2014,17:00,1.29391,1.29786,1.28587,1.29627
09/21/2014,17:00,1.29626,1.29945,1.28253,1.28592
09/28/2014,17:00,1.28591,1.29005,1.26658,1.26784
10/05/2014,17:00,1.26783,1.27141,1.24999,1.25178
10/12/2014,17:00,1.25177,1.27905,1.25132,1.26918
10/19/2014,17:00,1.26917,1.2886,1.26239,1.27583
10/26/2014,17:00,1.27583,1.28399,1.26138,1.27054
11/02/2014,17:00,1.27055,1.27705,1.24403,1.24842
11/09/2014,17:00,1.24841,1.25772,1.23579,1.24809
11/16/2014,17:00,1.24808,1.25773,1.23946,1.25479
11/23/2014,17:00,1.2548,1.25975,1.23609,1.23967
11/30/2014,17:00,1.23968,1.25318,1.23734,1.24543
12/07/2014,17:00,1.24543,1.25066,1.22709,1.22864
12/14/2014,17:00,1.22863,1.24952,1.2247,1.24398
12/21/2014,17:00,1.24386,1.25698,1.22199,1.22412
12/28/2014,17:00,1.22411,1.22724,1.21648,1.21972
01/04/2015,17:00,1.2197,1.22208,1.18664,1.1941
01/11/2015,17:00,1.1941,1.19763,1.17541,1.1853
01/18/2015,17:00,1.1853,1.18709,1.146,1.15569
01/25/2015,17:00,1.15568,1.16802,1.10978,1.11726
02/01/2015,17:00,1.11727,1.14225,1.11723,1.13083
02/08/2015,17:00,1.13084,1.1534,1.12922,1.13344
02/15/2015,17:00,1.13345,1.14431,1.12702,1.14164
02/22/2015,17:00,1.14161,1.14501,1.12791,1.1382
03/01/2015,17:00,1.1382,1.13885,1.11599,1.11777
03/08/2015,17:00,1.11776,1.12395,1.08227,1.08377
03/15/2015,17:00,1.08376,1.09064,1.04623,1.05199
03/22/2015,17:00,1.05199,1.10385,1.04981,1.08085
03/29/2015,17:00,1.08087,1.10521,1.07673,1.08661
04/05/2015,17:00,1.0866,1.10267,1.07128,1.09849
04/12/2015,17:00,1.09848,1.10354,1.05677,1.05951
04/19/2015,17:00,1.05951,1.08486,1.05204,1.07862
04/26/2015,17:00,1.07862,1.08999,1.06598,1.08534
05/03/2015,17:00,1.08533,1.12899,1.08194,1.11893
05/10/2015,17:00,1.11893,1.13916,1.10663,1.11433
05/17/2015,17:00,1.11433,1.14667,1.1131,1.1431
05/24/2015,17:00,1.14309,1.14467,1.09651,1.09876
05/31/2015,17:00,1.09873,1.1008,1.08192,1.09499
06/07/2015,17:00,1.09499,1.13797,1.08872,1.11045
06/14/2015,17:00,1.11045,1.13863,1.10871,1.12171
06/21/2015,17:00,1.1217,1.14362,1.11891,1.13828
06/28/2015,17:00,1.13828,1.14101,1.0953,1.10149
07/05/2015,17:00,1.10145,1.12785,1.0969,1.10364
07/12/2015,17:00,1.10364,1.12158,1.09163,1.1133
07/19/2015,17:00,1.1133,1.11971,1.08204,1.08217
07/26/2015,17:00,1.08215,1.10177,1.08082,1.10044
08/02/2015,17:00,1.10044,1.11294,1.08932,1.09831
08/09/2015,17:00,1.09833,1.09958,1.0848,1.0966
08/16/2015,17:00,1.0966,1.12138,1.09251,1.10894
08/23/2015,17:00,1.10893,1.14984,1.1017,1.14553
08/30/2015,17:00,1.14554,1.1714,1.1156,1.12472
09/06/2015,17:00,1.12472,1.13319,1.10872,1.11453
09/13/2015,17:00,1.11454,1.13594,1.11213,1.1352
09/20/2015,17:00,1.13521,1.14599,1.1214,1.13195
09/27/2015,17:00,1.13195,1.13299,1.1105,1.11901
10/04/2015,17:00,1.11901,1.13183,1.11349,1.12255
10/11/2015,17:00,1.12255,1.13872,1.11719,1.13749
10/18/2015,17:00,1.13748,1.14953,1.13342,1.13602
10/25/2015,17:00,1.136,1.13869,1.09966,1.10379
11/01/2015,17:00,1.10378,1.10957,1.08967,1.10292
11/08/2015,17:00,1.10292,1.10525,1.07063,1.07685
11/15/2015,17:00,1.07685,1.08301,1.06742,1.07195
11/22/2015,17:00,1.07196,1.0763,1.06005,1.06147
11/29/2015,17:00,1.06146,1.06892,1.0566,1.05857
12/06/2015,17:00,1.05856,1.09811,1.05223,1.08627
12/13/2015,17:00,1.08627,1.10425,1.0796,1.09606
12/20/2015,17:00,1.09607,1.10594,1.08027,1.08699
12/27/2015,17:00,1.08698,1.09841,1.08478,1.0975
01/03/2016,17:00,1.0975,1.09924,1.08272,1.08793
01/10/2016,17:00,1.08794,1.09698,1.07106,1.09138
01/17/2016,17:00,1.09135,1.09845,1.08048,1.0896
01/24/2016,17:00,1.08958,1.09758,1.07777,1.0811
